ID , Name , CAS , Year , Status , Is_a_Metabolite , Has_a_Metabolite , Route , VD(hour) , Cl(liter/hour) , t1/2(hour) , PPB(percentage) , F(percentage) , Cmax , Cmax_unit , Tmax(hour) , Solubility
1630, BAZEDOXIFENE , 198481-32-2 ,2013,  ,  ,  , ORAL ,882,24,30,98,6,14.6, NANOMOLAR ,, SOLUBILITY PH DEPENDENT IN WATER (923 MICROGRAM / MILLILITER AT PH 5.4)
1631, LULICONAZOLE , 187164-19-8 ,2013,  ,  ,  , TOPICAL ,,,,99,,20.8, NANOMOLAR ,, 
1632, POLIDOCANOL , 9002-92-0 ,2010,  ,  ,  , INTRAVENOUS ,58.5,18,2.1,,,,  ,, SOLUBILITY SOLUBLE IN WATER
1633, CEFPODOXIME , 80210-62-4 ,0,  ,  985  1055  ,  ,  ,30,,2.4,29,45,7.25, MICROMOLAR ,2.5, 
1634, CEFPROZIL , 92665-29-7 ,1991,  ,  ,  , ORAL ,15,11.7,1.3,36,95,47, MICROMOLAR ,, 
1635, CEFAMANDOLE , 34444-01-4 ,0,  ,  1015  ,  ,  ,10.4,14,0.75,75,,,  ,, 
1636, DAUNORUBICINOL , 28008-55-1 ,0,  ,  1011  ,  ,  ,,,26.7,,,,  ,, 
1637, M TETRABENAZINE , 85081-18-1 ,0,  ,  943  ,  ,  ,,,7,64,,,  ,1, 
1638, M TETRABENAZINE , 164104-49-8 ,0,  ,  943  ,  ,  ,,,5,61,,,  ,1, 
1639, M NELARABINE , 72490-81-4 ,0,  ,  940  ,  ,  ,80,16.9,3.2,25,,86.5, MICROMOLAR ,, 
1640, M ENTECAVIR , 336608-44-7 ,0,  ,  936  ,  ,  ,,,15,,,,  ,, 
1641, M CLOFARABINE , 134646-41-6 ,0,  ,  925  ,  ,  ,,,,,,,  ,, 
1642, M CICLESONIDE , 161115-59-9 ,0,  ,  923  ,  ,  ,786,228,6.5,99,63,2.17, NANOMOLAR ,1.04, 
1643, TIZOXANIDE , 173903-47-4 ,0,  ,  910  ,  ,  ,,,,99,,40, MICROMOLAR ,2.5, 
1644, ADEFOVIR , 106941-25-7 ,0,  ,  904  ,  ,  ,25.4,14.4,7.48,4,59,36.7, NANOMOLAR ,1.75, 
1645, M GANCICLOVIR , 86761-38-8 ,0,  ,  623  ,  ,  ,,,,,,,  ,, 
1646, M GANCICLOVIR , 86761-38-8 ,0,  ,  623  ,  ,  ,,,,,,,  ,, 
1647, OLMESARTAN , 144689-24-7 ,0,  ,  878  ,  ,  ,17,1.3,13,99,26,,  ,1.5, 
1648, M TRAVOPROST , 54276-17-4 ,0,  ,  872  ,  ,  ,,,0.75,,,0.04, NANOMOLAR ,0.5, 
1649, M DESLORATADINE , 119410-08-1 ,0,  ,  865  ,  ,  ,,,27,87,,,  ,3, 
1650, CYCLOGUANIL , 516-21-2 ,0,  ,  851  ,  ,  ,,,19,,,,  ,5, 
1651, M TEMOZOLOMIDE , 3413-72-7 ,0,  ,  842  ,  ,  ,,,,,,1.64, MICROMOLAR ,, 
1652, M RIFAPENTINE , 79039-56-8 ,0,  ,  841  ,  ,  ,,,13,93.2,,7.5, MICROMOLAR ,11.2, 
1653, M OXCARBAZEPINE , 104746-03-4 ,0,  ,  838  ,  ,  ,49,3.7,9,40,,,  ,, 
1654, M FLUOROURACIL , 134-46-3 ,0,  ,  280  ,  ,  ,,,,,,,  ,, 
1655, M FLUOROURACIL , 2710-64-7 ,0,  ,  280  ,  ,  ,,,,,,,  ,, 
1656, M ALBENDAZOLE , 54029-12-8 ,0,  ,  777  ,  ,  ,,,10,70,5,4.66, MICROMOLAR ,3.5, 
1657, M SIBUTRAMINE , 168835-59-4 ,0,  ,  764  768  ,  ,  ,,,14,94,,15, NANOMOLAR ,3.6, 
1658, M SIBUTRAMINE , 168835-59-4 ,0,  ,  764  768  ,  ,  ,,,14,94,,15, NANOMOLAR ,3.6, 
1659, M SIBUTRAMINE , 84467-54-9 ,0,  ,  764  768  ,  ,  ,,,16,94,,25.4, NANOMOLAR ,3.5, 
1660, M SIBUTRAMINE , 84467-54-9 ,0,  ,  764  768  ,  ,  ,,,16,94,,25.4, NANOMOLAR ,3.5, 
1661, M PENCICLOVIR , 145839-78-7 ,0,  ,  766  ,  ,  ,,,,,,,  ,, 
1662, M PENCICLOVIR , 145839-78-7 ,0,  ,  766  ,  ,  ,,,,,,,  ,, 
1663, M CIDOFOVIR , 142276-30-0 ,0,  ,  771  ,  ,  ,,,,,,,  ,, 
1664, M TAZAROTENE , 118292-41-4 ,0,  ,  763  ,  ,  ,,,18,99,,37.1, NANOMOLAR ,, 
1665, M LATANOPROST , 41639-83-2 ,0,  ,  761  1858  ,  ,  ,10.4,27.3,0.28,,,,  ,, 
1666, M LAMIVUDINE , 143188-53-8 ,0,  ,  754  ,  ,  ,,,,,,,  ,, 
1667, TRANDOLAPRILAT , 87679-71-8 ,0,  ,  748  ,  ,  ,227,7,22.5,65,70,,  ,7, 
1668, M GEMCITABINE , 116371-66-5 ,0,  ,  745  ,  ,  ,,,,,,,  ,, 
1669, M GEMCITABINE , 110988-86-8 ,0,  ,  745  ,  ,  ,,,,,,,  ,, 
1670, M ACYCLOVIR , 66341-18-2 ,0,  ,  525  ,  ,  ,,,,,,,  ,, 
1671, M LOSARTAN , - ,0,  ,  723  ,  ,  ,12,3,7.5,99.8,,,  ,3.5, 
1672, NISOLDIPINE , 63675-72-9 ,1995,  ,  ,  , ORAL ,357,58.5,9.5,99,5,,  ,9, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1673, MOEXIPRILAT , 103775-14-0 ,0,  ,  716  ,  ,  ,183,13.9,5.5,50,,,  ,1.5, 
1674, M TRAMADOL , 144830-14-8 ,0,  ,  714  1675  1677  1679  ,  ,  ,,,7.4,,,441, NANOMOLAR ,2.4, 
1675, TRAMADOL , 152538-36-8 ,1995,  ,  ,  1674  1676  1678  1680  , ORAL ,188,23,6.7,20,75,2.25, MICROMOLAR ,2.3, SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35)
1676, M TRAMADOL , 330999-27-4 ,0,  ,  714  1675  1677  1679  ,  ,  ,,,7.4,,,441, NANOMOLAR ,2.4, 
1677, TRAMADOL , 123134-25-8 ,1995,  ,  ,  1674  1676  1678  1680  , ORAL ,188,23,6.7,20,75,2.25, MICROMOLAR ,2.3, SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35)
1678, M TRAMADOL , 144830-15-9 ,0,  ,  714  1675  1677  1679  ,  ,  ,,,7.4,,,441, NANOMOLAR ,2.4, 
1679, TRAMADOL , 27203-92-5 ,1995,  ,  ,  1674  1676  1678  1680  , ORAL ,188,23,6.7,20,75,2.25, MICROMOLAR ,2.3, SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35)
1680, M TRAMADOL , 144830-14-8 ,0,  ,  714  1675  1677  1679  ,  ,  ,,,7.4,,,441, NANOMOLAR ,2.4, 
1681, SPIRAPRILAT , 83602-05-5 ,0,  ,  706  ,  ,  ,,,,,,,  ,, 
1682, M CLADRIBINE , 106867-30-5 ,0,  ,  701  ,  ,  ,,,,,,,  ,, 
1683, M AMIFOSTINE , 31098-42-7 ,0,  ,  699  ,  ,  ,,,0.13,,,35, MICROMOLAR ,, 
1684, M ZALCITABINE , 66004-77-1 ,0,  ,  695  ,  ,  ,,,,,,,  ,, 
1685, PERINDOPRILAT , 95153-31-4 ,0,  ,  692  ,  ,  ,49.4,6.6,29,15,25,,  ,5, 
1686, M DIDANOSINE , 122406-02-4 ,0,  ,  688  ,  ,  ,,,,,,,  ,, 
1687, M FLUDARABINE , 74832-57-8 ,0,  ,  1688  ,  ,  ,,,,,,,  ,, 
1688, FLUDARABINE , 21679-14-1 ,0,  ,  669  ,  1687  ,  ,143,12.4,20,24,57,,  ,1.5, 
1689, M TICLOPIDINE , 750643-90-4 ,0,  ,  661  ,  ,  ,,,,,,,  ,, 
1690, M TICLOPIDINE , 750643-90-4 ,0,  ,  661  ,  ,  ,,,,,,,  ,, 
1691, HALOBETASOL , 98651-66-2 ,0,  ,  660  ,  ,  ,,,,,,,  ,, 
1692, FOSINOPRILAT , 95399-71-6 ,0,  ,  653  ,  ,  ,8.45,1.95,12,99.4,,,  ,3, 
1693, M CLOMIPRAMINE , 303-48-0 ,0,  ,  650  ,  ,  ,,,69,,,912, NANOMOLAR ,, 
1694, RAMIPRILAT , 87269-97-4 ,0,  ,  649  ,  ,  ,,,15,56,44,,  ,3, 
1695, QUINAPRILAT , 82768-85-2 ,0,  ,  647  ,  ,  ,8.4,3.6,2,97,,,  ,2, 
1696, BENAZEPRILAT , 86541-78-8 ,0,  ,  643  ,  ,  ,45.5,3,10.5,95.3,,,  ,1.5, 
1697, M SIMVASTATIN , 121009-77-6 ,0,  ,  631  ,  ,  ,,,4.8,95,,7.5, NANOMOLAR ,6.5, 
1698, DIMESNA , 16208-51-8 ,0,  ,  630  ,  ,  ,,,1.17,,,,  ,, 
1699, M LOVASTATIN , 75225-51-3 ,0,  ,  616  ,  ,  ,56.5,28,1.4,95,,28.1, NANOMOLAR ,3, 
1700, M NABUMETONE , 23981-47-7 ,0,  ,  611  ,  ,  ,53.4,1.26,26.2,99,,,  ,2.5, 
1701, M MISOPROSTOL , 259218-79-6 ,0,  ,  577  580  ,  ,  ,,,0.5,90,,2.2, NANOMOLAR ,0.2, 
1702, LABETALOL , 36894-69-6 ,1984,  ,  ,  , INJECTION ORAL ,312,128,7,50,25,,  ,1.5, SOLUBILITY SOLUBLE IN WATER
1703, LABETALOL , 36894-69-6 ,1984,  ,  ,  , INJECTION ORAL ,312,128,7,50,25,,  ,1.5, SOLUBILITY SOLUBLE IN WATER
1704, LABETALOL , 36894-69-6 ,1984,  ,  ,  , INJECTION ORAL ,312,128,7,50,25,,  ,1.5, SOLUBILITY SOLUBLE IN WATER
1705, M FLUTAMIDE , 52806-53-8 ,0,  ,  519  ,  ,  ,,,6,93,,7.8, MICROMOLAR ,2, 
1706, M MINOXIDIL , 83701-22-8 ,0,  ,  490  ,  ,  ,,,,,,,  ,, 
1707, M TAMOXIFEN , 31750-48-8 ,0,  ,  473  ,  ,  ,,,336,,,941, NANOMOLAR ,, 
1708, M SULINDAC , 49627-27-2 ,0,  ,  468  ,  ,  ,,,16.4,97.9,,,  ,4.96, 
1709, M DIAZEPAM , 1088-11-5 ,0,  ,  324  415  451  1226  1228  ,  349  1138  ,  ,29.2,0.46,46,97,,,  ,, 
1710, VORAPAXAR , 618385-01-6 ,2014,  ,  ,  , ORAL ,424,1.5,192,99,100,,  ,1, SOLUBILITY SLIGHTLY SOLUBLE IN WATER AT PH 1
1711, DALBAVANCIN , 171500-79-1 ,2014,  ,  ,  , INTRAVENOUS ,25.6,0.0513,346,93,,158, MICROMOLAR ,, 
1712, EFINACONAZOLE , 164650-44-6 ,2014,  ,  ,  , TOPICAL ,,,29.9,,,1.9, NANOMOLAR ,, 
1713, TAVABOROLE , 174671-46-6 ,2014,  ,  ,  , TOPICAL ,,,,,,36.6, NANOMOLAR ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1714, ORITAVANCIN , 171099-57-3 ,2014,  ,  ,  , INTRAVENOUS ,87.6,0.445,245,85,,77, MICROMOLAR ,, 
1715, APREMILAST , 608141-41-9 ,2014,  ,  ,  , ORAL ,87,10,7.5,68,73,,  ,2.5, 
1716, TEDIZOLID , 856866-72-3 ,0,  ,  1717  ,  ,  ,73.5,5.9,12,80,91,8.1, MICROMOLAR ,1.2, 
1717, TEDIZOLID PHOSPHATE , 856867-55-5 ,2014,  ,  ,  1716  , ORAL INTRAVENOUS ,,,,,,,  ,, 
1718, TESTOSTERONE UNDECANOATE , 5949-44-0 ,2014,  ,  ,  143  , INTRAMUSCULAR ORAL ,,,,,,,  ,, SOLUBILITY INSOLUBLE IN WATER
1719, DAPAGLIFLOZIN , 461432-26-8 ,2014,  ,  ,  , ORAL ,,,12.9,91,78,,  ,2, 
1720, EMPAGLIFLOZIN , 864070-44-0 ,2014,  ,  ,  , ORAL ,73.8,10.6,12.4,86.2,,687, NANOMOLAR ,1.5, SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER
1721, SUVOREXANT , 1030377-33-3 ,2014,  ,  ,  , ORAL ,49,2.8,12,99,82,,  ,2, SOLUBILITY INSOLUBLE IN WATER
1722, DROXIDOPA , 23651-95-8 ,2014,  ,  ,  1207  , ORAL ,200,55.4,2.5,75,,,  ,2, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1723, PERAMIVIR , 330600-85-6 ,2014,  ,  ,  , INTRAVENOUS ,12.5,0.43,20,30,,142.6, MICROMOLAR ,0.5, 
1724, FINAFLOXACIN , 209342-40-5 ,2014, DISCONTINUED ,  ,  , OTIC ,,,,,,0.58, NANOMOLAR ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER (0.125 MILLIGRAM / MILLILITER)
1725, CEFTOLOZANE , 689293-68-3 ,2014,  ,  ,  , INTRAVENOUS ,13.5,5.4,3.12,18.5,,111.5, MICROMOLAR ,1.07, 
1726, NETUPITANT , 290297-26-6 ,2014,  ,  1882  ,  , ORAL ,1982,20.3,96,99.5,,750.8, NANOMOLAR ,5, SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER
1727, NALOXEGOL , 854601-70-0 ,2014,  ,  ,  , ORAL ,1554,126,8.5,4.2,,,  ,2, SOLUBILITY HIGH AQUEOUS SOLUBILITY ACROSS THE PHYSIOLOGIC PH RANGE
1728, ELIGLUSTAT , 491833-29-5 ,2014,  ,  ,  , ORAL ,835,88,8.9,79.5,,339, NANOMOLAR ,3, 
1729, BELINOSTAT , 414864-00-9 ,2014,  ,  ,  , INTRAVENOUS ,40,74.4,1.1,94.3,,,  ,, SOLUBILITY SLIGHTLY SOLUBLE IN DISTILLED WATER (0.14 MILLIGRAM / MILLILITER)
1730, IDELALISIB , 870281-82-6 ,2014,  ,  ,  , ORAL ,23,14.9,8.2,84,,,  ,1.5, SOLUBILITY PH-DEPENDENT AQUEOUS SOLUBILITY 0.1 MILLIGRAM / MILLILITER (PH 5-7)
1731, LEDIPASVIR , 1256388-51-8 ,2014,  ,  ,  , ORAL ,,,47,99.8,,363.7, NANOMOLAR ,4.25, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1732, MILTEFOSINE , 58066-85-6 ,2014,  ,  ,  , ORAL ,,,153.6,98,,162.2, MICROMOLAR ,7, SOLUBILITY FREELY SOLUBLE IN WATER
1733, OMBITASVIR , 1258226-87-7 ,2014,  ,  ,  , ORAL ,50.1,1.5,23,99.9,48.1,76.1, NANOMOLAR ,4.5, SOLUBILITY PRACTICALLY INSOLUBLE IN AQUEOUS BUFFERS
1734, PARITAPREVIR , 1216941-48-8 ,2014,  ,  ,  , ORAL ,16.7,2.1,5.5,97.8,,342.4, NANOMOLAR ,4.5, SOLUBILITY VERY LOW WATER SOLUBILITY
1735, DASABUVIR , 1132935-63-7 ,2014,  ,  ,  , ORAL ,396,47.7,5.75,99.5,70,1.35, MICROMOLAR ,4.5, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1736, TASIMELTEON , 609799-22-6 ,2014,  ,  ,  , ORAL ,92.5,49.3,1.3,90,38.3,,  ,1.75, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1737, OLAPARIB , 763113-22-0 ,2014,  ,  ,  , ORAL ,167,8.6,11.9,82,,,  ,2, SOLUBILITY PH-INDEPENDENT LOW SOLUBILITY OF APPROXIMATELY 0.1 MILLIGRAM / MILLILITER ACROSS THE PHYSIOLOGICAL PH RANGE
1738, CERITINIB , 1032900-25-6 ,2014,  ,  ,  , ORAL ,4230,33.2,41,97,,,  ,5, 
1739, PIRFENIDONE , 53179-13-8 ,2014,  ,  ,  , ORAL ,65,15,3,58,,,  ,0.5, 
1740, NINTEDANIB , 656247-17-5 ,2014,  ,  ,  , ORAL ,1050,83.4,9.5,97.8,4.7,,  ,3, 
1741, OLODATEROL , 868049-49-4 ,2014,  ,  ,  , INHALATION ,1110,52.3,45,60,30,,  ,0.25, SOLUBILITY SPARINGLY-SLIGHTLY SOLUBLE IN WATER
1742, EDOXABAN , 480449-70-5 ,2015,  ,  ,  , ORAL ,107,22,12,55,62,,  ,1.5, SOLUBILITY VERY SLIGHTLY SOLUBLE AT PH 6-7
1743, AVIBACTAM , 1192500-31-4 ,2015,  ,  ,  , IV ,23.2,11.9,2.22,6.9,,57.3, MICROMOLAR ,, 
1744, PANOBINOSTAT , 404950-80-7 ,2015,  ,  ,  , ORAL ,8542,160,37,90,21,,  ,2, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1745, PALBOCICLIB , 571190-30-2 ,2015,  ,  ,  , ORAL ,2583,63.1,29,85,46,,  ,9, SOLUBILITY ABOVE PH4 THE SOLUBILITY REDUCES SIGNIFICANTLY
1746, LENVATINIB , 417716-92-8 ,2015,  ,  ,  , ORAL ,82,,28,98.5,85,,  ,2.5, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1747, M DOXEPIN , 67035-76-1 ,0,  ,  388  1749  ,  ,  ,,,31,,,,  ,, 
1748, M DOXEPIN , 58534-46-6 ,0,  ,  388  1749  ,  ,  ,,,31,,,,  ,, 
1749, DOXEPIN , 1668-19-5 ,1969,  ,  ,  1747  1748  , ORAL TOPICAL ,11930,540,15.3,80,,168, NANOMOLAR ,3.5, SOLUBILITY READILY SOLUBLE IN WATER
1750, M CYTARABINE , 13191-15-6 ,0,  ,  387  ,  ,  ,,,,,,,  ,, 
1751, M FLURAZEPAM , 2886-65-9 ,0,  ,  381  ,  ,  ,,,73.5,,,,  ,, 
1752, M CARBAMAZEPINE , 36507-30-9 ,0,  ,  377  ,  ,  ,,,34,50,,8.7, MICROMOLAR ,14, 
1753, CLOMIPHENE , 911-45-5 ,1967,  ,  ,  , ORAL ,,,,,,17, NANOMOLAR ,, SOLUBILITY SLIGHTLY SOLUBLE IN WATER
1754, M CLOFIBRATE , 882-09-7 ,0,  ,  362  ,  ,  ,,,20,96,,932.8, MICROMOLAR ,, 
1755, M ALLOPURINOL , 2465-59-0 ,0,  ,  359  ,  ,  ,,,15,,,42.7, MICROMOLAR ,4.5, 
1756, M NALIDIXIC ACID , 3759-18-0 ,0,  ,  339  ,  ,  ,,,,,,,  ,, 
1757, M ACETOHEXAMIDE , 968-80-9 ,0,  ,  327  ,  ,  ,,,,,,,  ,, 
1758, M ACETOHEXAMIDE , 220948-25-4 ,0,  ,  327  ,  ,  ,,,,,,,  ,, 
1759, M THIOGUANINE , 15867-02-4 ,0,  ,  295  ,  ,  ,,,,,,,  ,, 
1760, THIOPENTAL , 76-75-5 ,0, DISCONTINUED ,  ,  , RECTAL ,78,32,5.5,80,,,  ,, 
1761, HALOTHANE , 151-67-7 ,1958, DISCONTINUED ,  ,  , INHALATION ,,,,,,,  ,, 
1762, M METHSUXIMIDE , 39122-10-6 ,0,  ,  187  194  ,  ,  ,,,38,,,,  ,, 
1763, M METHSUXIMIDE , 39122-11-7 ,0,  ,  187  194  ,  ,  ,,,38,,,,  ,, 
1764, PHENMETRAZINE , 134-49-6 ,0, DISCONTINUED ,  281  ,  , ORAL ,,,,,,,  ,, 
1765, PHENMETRAZINE , 134-49-6 ,0, DISCONTINUED ,  281  ,  , ORAL ,,,,,,,  ,, 
1766, PHENMETRAZINE , 134-49-6 ,0, DISCONTINUED ,  281  ,  , ORAL ,,,,,,,  ,, 
1767, METHYPRYLON , 125-64-4 ,1955, DISCONTINUED ,  ,  , ORAL ,63,0.77,9.2,,,,  ,, 
1768, TALBUTAL , 115-44-6 ,0, DISCONTINUED ,  ,  , ORAL ,,,,,,,  ,, 
1769, PHENSUXIMIDE , 86-34-0 ,1953, DISCONTINUED ,  ,  , ORAL ,,,7.8,,,,  ,, 
1770, M ASPIRIN , 69-72-7 ,0,  ,  84  1435  ,  ,  ,,,6,90,,,  ,, 
1771, CORTISONE , 53-06-5 ,0,  ,  82  ,  ,  ,,,,,,,  ,, 
1772, M AMODIAQUINE , 79352-78-6 ,0,  ,  61  ,  ,  ,12400,34.1,240,,,1.2, MICROMOLAR ,3, 
1773, M TRIMETHADIONE , 695-53-4 ,0,  ,  32  ,  ,  ,,,,,,,  ,, 
1774, BUTABARBITAL , 125-40-6 ,1939,  ,  ,  , ORAL ,,,100,,,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1775, FLORBETAPIR , 956103-76-7 ,2012,  ,  ,  , INTRAVENOUS ,,,,,,,  ,, 
1776, FLUTEMETAMOL , 765922-62-1 ,2013,  ,  ,  , INTRAVENOUS ,,,,,,,  ,, 
1777, FLORBETABEN , 902143-01-5 ,2014,  ,  ,  , INTRAVENOUS ,,,1.83,98.5,,,  ,, 
1778, CANGRELOR , 163706-06-7 ,2015,  ,  ,  , INTRAVENOUS ,3.9,36,0.075,97.5,,,  ,0.033, 
1779, SONIDEGIB , 956697-53-3 ,2015,  ,  ,  , ORAL ,9166,9.4,672,97,10,2.12, MICROMOLAR ,3, SOLUBILITY INSOLUBLE IN WATER
1780, BREXPIPRAZOLE , 913611-97-9 ,2015,  ,  ,  , ORAL ,101.4,1.28,91,99,95,,  ,4, 
1781, CHOLIC ACID , 81-25-4 ,2015,  ,  ,  , ORAL ,,,,,,,  ,, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1782, LUMACAFTOR , 936727-05-8 ,2015,  ,  ,  , ORAL ,86,2.38,25.2,99,,55.3, MICROMOLAR ,4, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1783, IVABRADINE , 155974-00-8 ,2015,  ,  ,  , ORAL ,100,24,6,70,40,,  ,1, 
1784, DEOXYCHOLIC ACID , 83-44-3 ,2015,  ,  ,  , SUBCUTANEOUS ,,,,98,,2.6, MICROMOLAR ,0.3, 
1785, DACLATASVIR , 1009119-64-5 ,2015,  ,  ,  , ORAL ,47,4.2,13.5,99,67,,  ,2, SOLUBILITY FREELY SOLUBLE IN WATER
1786, ELUXADOLINE , 864821-90-9 ,2015,  ,  ,  , ORAL ,,,4.8,81,,5.27, NANOMOLAR ,1.5, 
1787, ISAVUCONAZONIUM , 742049-41-8 ,2015,  ,  ,  1788  , ORAL INTRAVENOUS ,,,,,,,  ,, 
1788, ISAVUCONAZOLE , 241479-67-4 ,0,  ,  1787  ,  ,  ,450,2.4,130,99,98,27.9, MICROMOLAR ,2.5, 
1789, SACUBITRIL , 149709-62-6 ,2015,  ,  ,  1790  , ORAL ,103,51,1.4,94,60,,  ,0.5, 
1790, M SACUBITRIL , 149709-44-4 ,0,  ,  1789  ,  ,  ,,,11.5,94,,,  ,2, 
1791, DESOXYCORTICOSTERONE , 64-85-7 ,0,  ,  5  6  ,  ,  ,,,,,,,  ,, 
1792, SUGAMMADEX , 343306-71-8 ,2015,  ,  ,  , INTRAVENOUS ,12.5,5.2,2,0,,,  ,, 
1793, FLIBANSERIN , 167933-07-5 ,2015,  ,  ,  , ORAL ,,,11,98,33,1.07, MICROMOLAR ,0.075, SOLUBILITY INSOLUBLE IN WATER
1794, CARIPRAZINE , 839712-12-8 ,2015,  ,  ,  1795  1796  , ORAL ,,,72,94,,20, NANOMOLAR ,4.5, 
1795, M CARIPRAZINE , 839712-15-1 ,0,  ,  1794  ,  ,  ,,,,94,,10, NANOMOLAR ,, 
1796, M CARIPRAZINE , 839712-25-3 ,0,  ,  1794  ,  ,  ,,,336,94,,80, NANOMOLAR ,, 
1797, METHYLENE BLUE , 61-73-4 ,2016,  ,  ,  1798  , INTRAVENOUS ,255,,24,94,,10.3, MICROMOLAR ,, SOLUBILITY SOLUBLE IN WATER
1798, LEUCOMETHYLENE BLUE , 613-11-6 ,0,  ,  1797  ,  ,  ,,,,,,,  ,, 
1799, BRIVARACETAM , 357336-20-0 ,2016,  ,  ,  , ORAL INTRAVENOUS ,32.5,,9,20,,,  ,1, SOLUBILITY VERY SOLUBLE IN WATER
1800, COBIMETINIB , 934660-93-2 ,2015,  ,  ,  , ORAL ,806,13.8,44,95,46,514, NANOMOLAR ,2.4, 
1801, ROLAPITANT , 552292-08-7 ,2015,  ,  ,  , ORAL INTRAVENOUS ,460,0.96,176,99.8,,1.9, MICROMOLAR ,4, 
1802, PIMAVANSERIN , 706779-91-1 ,2016,  ,  ,  1803  , ORAL ,2173,,57,95,,,  ,6, SOLUBILITY SOLUBLE IN WATER
1803, M PIMAVANSERIN , 639863-77-7 ,0,  ,  1802  ,  ,  ,,,200,,,,  ,, 
1804, ARIPIPRAZOLE LAUROXIL , 1259305-29-7 ,2015,  ,  ,  900  , INTRAMUSCULAR ,,,,,,,  ,, 
1805, TENOFOVIR ALAFENAMIDE , 379270-37-8 ,2015,  ,  ,  1491  , ORAL ,,,0.51,80,,0.33, MICROMOLAR ,1, SOLUBILITY 4.7 MILLIGRAM / MILLILITER
1806, SELEXIPAG , 475086-01-2 ,2015,  ,  ,  1807  , ORAL ,,35,1.65,99,,,  ,2, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1807, M SELEXIPAG , 475086-28-3 ,0,  ,  1806  ,  ,  ,,,9.8,99,,,  ,3.5, 
1808, TRABECTEDIN , 114899-77-3 ,2015,  ,  ,  , INTRAVENOUS ,5000,31.5,175,97,,,  ,, SOLUBILITY LOW SOLUBILITY IN WATER
1809, TIPIRACIL , 183204-74-2 ,2015,  ,  ,  , ORAL ,,,2.1,8,,,  ,, SOLUBILITY SOLUBLE IN WATER
1810, LESINURAD , 878672-00-5 ,2015, DISCONTINUED ,  ,  , ORAL ,20,6,5,98,100,14.8, MICROMOLAR ,2.5, SOLUBILITY SOLUBLE IN WATER
1811, OBETICHOLIC ACID , 459789-99-2 ,2016,  ,  ,  , ORAL ,618,,,99,,,  ,1.5, SOLUBILITY SOLUBLE IN WATER PH DEPENDENT
1812, OSIMERTINIB , 1421373-65-0 ,2015,  ,  ,  , ORAL ,986,14.2,48,,,,  ,6, 
1813, URIDINE TRIACETATE , 4105-38-8 ,2015,  ,  ,  1814  , ORAL ,,,2.25,,,,  ,2.5, 
1814, URIDINE , 58-96-8 ,0,  ,  1813  ,  ,  ,,,,,,,  ,, 
1815, ELBASVIR , 1370468-36-2 ,2016,  ,  ,  , ORAL ,680,,24,99.9,,137, NANOMOLAR ,3, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1816, GRAZOPREVIR , 1350514-68-9 ,2016,  ,  ,  , ORAL ,1250,,31,98.8,,215, NANOMOLAR ,2, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER
1817, EPHEDRINE , 299-42-3 ,2016,  ,  ,  1207  , INTRAVENOUS ,,,6,,,,  ,, SOLUBILITY FREELY SOLUBLE IN WATER
1818, VELPATASVIR , 1377049-84-7 ,2016,  ,  ,  , ORAL ,,,15,99.5,,293, NANOMOLAR ,3, SOLUBILITY PRACTICALLY INSOLUBLE IN WATER ABOVE PH 5
1819, ALECTINIB , 1256580-46-7 ,2015,  ,  ,  , ORAL ,4016,81.9,33,99,37,1.38, MICROMOLAR ,4, 
1820, IXAZOMIB , 1072833-77-2 ,0,  ,  1821  ,  ,  ,543,1.9,228,99,58,,  ,1, 
1821, IXAZOMIB CITRATE , 1239908-20-3 ,2015,  ,  ,  1820  , ORAL ,,,,,,,  ,, 
1822, VENETOCLAX , 1257044-40-8 ,2016,  ,  ,  , ORAL ,288,,26,99.9,,2.42, MICROMOLAR ,6.5, SOLUBILITY LOW SOLUBILITY IN WATER
1823, CRISABOROLE , 906673-24-3 ,2016,  ,  ,  , TOPICAL ,,,,97,,506, NANOMOLAR ,, SOLUBILITY INSOLUBLE IN WATER
1824, LIFITEGRAST , 1025967-78-5 ,2016,  ,  ,  , OPHTHALMIC ,,,,,,900, PICOMOLAR ,, SOLUBILITY SOLUBLE IN WATER
